Reaction;Subsystem
EX_wharachd[e];Exchange/demand reactions
FORGLUt;Transport reactions
GALTt;Transport reactions
GLYACm;Glycine, serine and threonine metabolism
LYSACm;Lysine metabolism
GLYC2Pte;Transport reactions
GLYCLTtd;Transport reactions
HC00319t1;Transport reactions
HC00319t2;Transport reactions
HC00900t1;Transport reactions
HC00900t2;Transport reactions
HC00900t3;Transport reactions
HC00900t4;Transport reactions
HC02149td;Transport reactions
HEXDIACATP;Transport reactions
HEXDIACtd;Transport reactions
HGENTISt;Transport reactions
HMCARNt;Transport reactions
HMCRNt;Transport reactions
HXCOAm;Fatty acid oxidation
HXCOAte;Transport reactions
HXCOAtx;Transport reactions
HXCOAx;Fatty acid oxidation
IND3ACt;Transport reactions
LCYSTt;Transport reactions
LEUKTRB4WCOOHt;Transport reactions
LEUKTRB4WOHt;Transport reactions
LEUKTRB4WOHtr;Transport reactions
LNLCCRNtd;Transport reactions
LPIPECOLt;Transport reactions
LPIPECOLtx;Transport reactions
LTHSTRLABCt;Transport reactions
LTHSTRLt;Transport reactions
MEV_Rt;Transport reactions
MI1Pt;Exchange/demand reactions
NACASPt;Transport reactions
NWHARGtd;Transport reactions
OAAt;Transport reactions
pac;Transport reactions
PROSTGI2c;Transport reactions
PSERtr;Transport reactions
SACCRP_Lte;Transport reactions
SACCRP_Ltm;Transport reactions
SEBACIDtd;Transport reactions
SUBEACtd;Transport reactions
TETDECA511ACt;Transport reactions
TETDECA511ACtd;Transport reactions
THRACm;Glycine, serine and threonine metabolism
TMLYStd;Transport reactions
TXB2c;Eicosanoid metabolism
TXB2t;Transport reactions
URCANt;Transport reactions
WHARACHDt;Transport reactions
WHARACHDtd;Transport reactions
WHARACHDtr;Transport reactions
ACILEm;Valine, leucine, and isoleucine metabolism
ACILEtm;Transport reactions
ACILEte;Transport reactions
EX_acile_L[e];Exchange/demand reactions
ACLEUm;Valine, leucine, and isoleucine metabolism
ACLEUtm;Transport reactions
ACLEUte;Transport reactions
EX_acleu_L[e];Exchange/demand reactions
PHACGLYt;Transport reactions
EX_phacgly[e];Exchange/demand reactions
ESTRIOLATP;Transport reactions
EX_3moxtyr[e];Exchange/demand reactions
EX_5aop[e];Exchange/demand reactions
EX_abt_D[e];Exchange/demand reactions
EX_acglu[e];Exchange/demand reactions
EX_alltn[e];Exchange/demand reactions
EX_CE2510[e];Exchange/demand reactions
EX_ddca[e];Exchange/demand reactions
EX_glyc2p[e];Exchange/demand reactions
EX_glyclt[e];Exchange/demand reactions
EX_Lcyst[e];Exchange/demand reactions
EX_oaa[e];Exchange/demand reactions
EX_pac[e];Exchange/demand reactions
EX_phlac[e];Exchange/demand reactions
EX_pser_L[e];Exchange/demand reactions
EX_ttdcea[e];Exchange/demand reactions
HC02195te;Bile acid biosynthesis
HC02196te;Bile acid biosynthesis
HC02194te;Transport reactions
HC02220te;Transport reactions
XOL27OHtmc;Transport reactions
GLYNATm;Phenylalanine metabolism
PHEACGLYsec;Transport reactions
PCSsec;Transport reactions
PCSup;Transport reactions
3HCINNMup;Transport reactions
3HCINNMsec;Transport reactions
3HPPAup;Transport reactions
3HPPAsec;Transport reactions
EX_pheacgly[e];Exchange/demand reactions
NORMETEt;Transport reactions
MEPIt;Transport reactions
C05300t;Transport reactions
RETINALt;Transport reactions
LEULEUt;Transport reactions
GLYPROt;Transport reactions
PROGLyt;Transport reactions
DHBPTt;Transport reactions
THBPTt;Transport reactions
EX_normete_L[e];Exchange/demand reactions
EX_C05300[e];Exchange/demand reactions
EX_retinal[e];Exchange/demand reactions
EX_progly[e];Exchange/demand reactions
EX_dhbpt[e];Exchange/demand reactions
EX_thbpt[e];Exchange/demand reactions
EX_alaargcys[e];Exchange/demand reactions
EX_alaarggly[e];Exchange/demand reactions
EX_alaasnleu[e];Exchange/demand reactions
EX_alaglylys[e];Exchange/demand reactions
EX_alahisala[e];Exchange/demand reactions
EX_alalysthr[e];Exchange/demand reactions
EX_argalaala[e];Exchange/demand reactions
EX_argalaphe[e];Exchange/demand reactions
EX_argalathr[e];Exchange/demand reactions
EX_argarg[e];Exchange/demand reactions
EX_argarglys[e];Exchange/demand reactions
EX_argargmet[e];Exchange/demand reactions
EX_argcysgly[e];Exchange/demand reactions
EX_argcysser[e];Exchange/demand reactions
EX_arggluglu[e];Exchange/demand reactions
EX_argglupro[e];Exchange/demand reactions
EX_argglygly[e];Exchange/demand reactions
EX_arghisthr[e];Exchange/demand reactions
EX_argleuphe[e];Exchange/demand reactions
EX_arglysasp[e];Exchange/demand reactions
EX_argphearg[e];Exchange/demand reactions
EX_argpromet[e];Exchange/demand reactions
EX_argprothr[e];Exchange/demand reactions
EX_argserser[e];Exchange/demand reactions
EX_argtyrval[e];Exchange/demand reactions
EX_argvalcys[e];Exchange/demand reactions
EX_argvaltrp[e];Exchange/demand reactions
EX_asnasnarg[e];Exchange/demand reactions
EX_asncyscys[e];Exchange/demand reactions
EX_asnmetpro[e];Exchange/demand reactions
EX_asnpheasp[e];Exchange/demand reactions
EX_asnphecys[e];Exchange/demand reactions
EX_asntyrgly[e];Exchange/demand reactions
EX_asntyrphe[e];Exchange/demand reactions
EX_asntyrthr[e];Exchange/demand reactions
EX_aspalaarg[e];Exchange/demand reactions
EX_aspasnglu[e];Exchange/demand reactions
EX_aspglu[e];Exchange/demand reactions
EX_aspglupro[e];Exchange/demand reactions
EX_aspglutrp[e];Exchange/demand reactions
EX_asphiscys[e];Exchange/demand reactions
EX_asphispro[e];Exchange/demand reactions
EX_asplysglu[e];Exchange/demand reactions
EX_asplyshis[e];Exchange/demand reactions
EX_aspmetasp[e];Exchange/demand reactions
EX_aspprolys[e];Exchange/demand reactions
EX_aspvalasn[e];Exchange/demand reactions
EX_cysasnmet[e];Exchange/demand reactions
EX_cysaspphe[e];Exchange/demand reactions
EX_cyscys[e];Exchange/demand reactions
EX_cysglnmet[e];Exchange/demand reactions
EX_cysgluhis[e];Exchange/demand reactions
EX_cysglutrp[e];Exchange/demand reactions
EX_cysleuthr[e];Exchange/demand reactions
EX_cyssermet[e];Exchange/demand reactions
EX_cystyrasn[e];Exchange/demand reactions
EX_glnasngln[e];Exchange/demand reactions
EX_glnhishis[e];Exchange/demand reactions
EX_glnhislys[e];Exchange/demand reactions
EX_glnlyslys[e];Exchange/demand reactions
EX_glnlystrp[e];Exchange/demand reactions
EX_glnproglu[e];Exchange/demand reactions
EX_glntrpglu[e];Exchange/demand reactions
EX_glntyrleu[e];Exchange/demand reactions
EX_gluargleu[e];Exchange/demand reactions
EX_gluasnleu[e];Exchange/demand reactions
EX_gluglu[e];Exchange/demand reactions
EX_gluilelys[e];Exchange/demand reactions
EX_gluleu[e];Exchange/demand reactions
EX_glumet[e];Exchange/demand reactions
EX_glumethis[e];Exchange/demand reactions
EX_gluthr[e];Exchange/demand reactions
EX_gluthrlys[e];Exchange/demand reactions
EX_glutrpala[e];Exchange/demand reactions
EX_glyhisasn[e];Exchange/demand reactions
EX_glyhislys[e];Exchange/demand reactions
EX_glylyscys[e];Exchange/demand reactions
EX_glylysphe[e];Exchange/demand reactions
EX_glytyrlys[e];Exchange/demand reactions
EX_glyvalhis[e];Exchange/demand reactions
EX_hisargcys[e];Exchange/demand reactions
EX_hisargser[e];Exchange/demand reactions
EX_hisasp[e];Exchange/demand reactions
EX_hiscyscys[e];Exchange/demand reactions
EX_hisglnala[e];Exchange/demand reactions
EX_hisglu[e];Exchange/demand reactions
EX_hisglugln[e];Exchange/demand reactions
EX_hisglylys[e];Exchange/demand reactions
EX_hishislys[e];Exchange/demand reactions
EX_hislysala[e];Exchange/demand reactions
EX_hislysglu[e];Exchange/demand reactions
EX_hislysile[e];Exchange/demand reactions
EX_hislysthr[e];Exchange/demand reactions
EX_hislysval[e];Exchange/demand reactions
EX_hismet[e];Exchange/demand reactions
EX_hismetgln[e];Exchange/demand reactions
EX_hisphearg[e];Exchange/demand reactions
EX_hisprolys[e];Exchange/demand reactions
EX_histrphis[e];Exchange/demand reactions
EX_ileargile[e];Exchange/demand reactions
EX_ileasnhis[e];Exchange/demand reactions
EX_ileasp[e];Exchange/demand reactions
EX_ileglnglu[e];Exchange/demand reactions
EX_ileglyarg[e];Exchange/demand reactions
EX_ileprolys[e];Exchange/demand reactions
EX_ileserarg[e];Exchange/demand reactions
EX_iletrptyr[e];Exchange/demand reactions
EX_leualaarg[e];Exchange/demand reactions
EX_leuasnasp[e];Exchange/demand reactions
EX_leuasplys[e];Exchange/demand reactions
EX_leuleutrp[e];Exchange/demand reactions
EX_leupro[e];Exchange/demand reactions
EX_leuproarg[e];Exchange/demand reactions
EX_leusertrp[e];Exchange/demand reactions
EX_leutrp[e];Exchange/demand reactions
EX_leutrparg[e];Exchange/demand reactions
EX_leutyrtyr[e];Exchange/demand reactions
EX_leuval[e];Exchange/demand reactions
EX_lysargleu[e];Exchange/demand reactions
EX_lyscyshis[e];Exchange/demand reactions
EX_lysglnphe[e];Exchange/demand reactions
EX_lysgluglu[e];Exchange/demand reactions
EX_lyslyslys[e];Exchange/demand reactions
EX_lyspheile[e];Exchange/demand reactions
EX_lystrparg[e];Exchange/demand reactions
EX_lystyrile[e];Exchange/demand reactions
EX_lysvalphe[e];Exchange/demand reactions
EX_lysvaltrp[e];Exchange/demand reactions
EX_metargleu[e];Exchange/demand reactions
EX_metasntyr[e];Exchange/demand reactions
EX_metglntyr[e];Exchange/demand reactions
EX_metglyarg[e];Exchange/demand reactions
EX_methislys[e];Exchange/demand reactions
EX_metmetile[e];Exchange/demand reactions
EX_metphearg[e];Exchange/demand reactions
EX_mettrpphe[e];Exchange/demand reactions
EX_pheasnmet[e];Exchange/demand reactions
EX_pheasp[e];Exchange/demand reactions
EX_pheglnphe[e];Exchange/demand reactions
EX_pheleu[e];Exchange/demand reactions
EX_pheleuasp[e];Exchange/demand reactions
EX_pheleuhis[e];Exchange/demand reactions
EX_phelysala[e];Exchange/demand reactions
EX_phelyspro[e];Exchange/demand reactions
EX_phephe[e];Exchange/demand reactions
EX_phepheasn[e];Exchange/demand reactions
EX_phephethr[e];Exchange/demand reactions
EX_pheproarg[e];Exchange/demand reactions
EX_phesertrp[e];Exchange/demand reactions
EX_phethrlys[e];Exchange/demand reactions
EX_phetrpleu[e];Exchange/demand reactions
EX_phetyr[e];Exchange/demand reactions
EX_phetyrgln[e];Exchange/demand reactions
EX_phetyrlys[e];Exchange/demand reactions
EX_proargasp[e];Exchange/demand reactions
EX_proargcys[e];Exchange/demand reactions
EX_proasncys[e];Exchange/demand reactions
EX_procys[e];Exchange/demand reactions
EX_proglnpro[e];Exchange/demand reactions
EX_proglulys[e];Exchange/demand reactions
EX_prohis[e];Exchange/demand reactions
EX_prohistyr[e];Exchange/demand reactions
EX_proleuarg[e];Exchange/demand reactions
EX_prolyspro[e];Exchange/demand reactions
EX_prophe[e];Exchange/demand reactions
EX_proproarg[e];Exchange/demand reactions
EX_propropro[e];Exchange/demand reactions
EX_protrplys[e];Exchange/demand reactions
EX_protrpthr[e];Exchange/demand reactions
EX_provalgln[e];Exchange/demand reactions
EX_serargala[e];Exchange/demand reactions
EX_serargtrp[e];Exchange/demand reactions
EX_sercysarg[e];Exchange/demand reactions
EX_serglyglu[e];Exchange/demand reactions
EX_serlyshis[e];Exchange/demand reactions
EX_serphelys[e];Exchange/demand reactions
EX_sertrphis[e];Exchange/demand reactions
EX_thrargtyr[e];Exchange/demand reactions
EX_thrasntyr[e];Exchange/demand reactions
EX_thrglnglu[e];Exchange/demand reactions
EX_thrglntyr[e];Exchange/demand reactions
EX_thrhishis[e];Exchange/demand reactions
EX_thrilearg[e];Exchange/demand reactions
EX_thrmetarg[e];Exchange/demand reactions
EX_thrphearg[e];Exchange/demand reactions
EX_thrserarg[e];Exchange/demand reactions
EX_thrthrarg[e];Exchange/demand reactions
EX_thrtyrmet[e];Exchange/demand reactions
EX_trpalapro[e];Exchange/demand reactions
EX_trpargala[e];Exchange/demand reactions
EX_trpaspasp[e];Exchange/demand reactions
EX_trpglngln[e];Exchange/demand reactions
EX_trpglugly[e];Exchange/demand reactions
EX_trpgluleu[e];Exchange/demand reactions
EX_trpglupro[e];Exchange/demand reactions
EX_trpglutyr[e];Exchange/demand reactions
EX_trpglyleu[e];Exchange/demand reactions
EX_trpglyphe[e];Exchange/demand reactions
EX_trpglyval[e];Exchange/demand reactions
EX_trphismet[e];Exchange/demand reactions
EX_trpilelys[e];Exchange/demand reactions
EX_trpiletrp[e];Exchange/demand reactions
EX_trpleuval[e];Exchange/demand reactions
EX_trplys[e];Exchange/demand reactions
EX_trpmetarg[e];Exchange/demand reactions
EX_trpmetval[e];Exchange/demand reactions
EX_trpphe[e];Exchange/demand reactions
EX_trpprogly[e];Exchange/demand reactions
EX_trpproleu[e];Exchange/demand reactions
EX_trpproval[e];Exchange/demand reactions
EX_trpsertyr[e];Exchange/demand reactions
EX_trpthrglu[e];Exchange/demand reactions
EX_trpthrile[e];Exchange/demand reactions
EX_trpthrtyr[e];Exchange/demand reactions
EX_trptyrgln[e];Exchange/demand reactions
EX_trptyrtyr[e];Exchange/demand reactions
EX_trpvalasp[e];Exchange/demand reactions
EX_tyrala[e];Exchange/demand reactions
EX_tyralaphe[e];Exchange/demand reactions
EX_tyrargglu[e];Exchange/demand reactions
EX_tyrargser[e];Exchange/demand reactions
EX_tyrasparg[e];Exchange/demand reactions
EX_tyrcysgly[e];Exchange/demand reactions
EX_tyrcysthr[e];Exchange/demand reactions
EX_tyrglu[e];Exchange/demand reactions
EX_tyrleuarg[e];Exchange/demand reactions
EX_tyrphetyr[e];Exchange/demand reactions
EX_tyrthr[e];Exchange/demand reactions
EX_tyrtrpphe[e];Exchange/demand reactions
EX_tyrtyr[e];Exchange/demand reactions
EX_tyrvalmet[e];Exchange/demand reactions
EX_valarggly[e];Exchange/demand reactions
EX_valhisasn[e];Exchange/demand reactions
EX_valleuphe[e];Exchange/demand reactions
EX_vallystyr[e];Exchange/demand reactions
EX_valphearg[e];Exchange/demand reactions
EX_valprotrp[e];Exchange/demand reactions
EX_valserarg[e];Exchange/demand reactions
EX_valtrpphe[e];Exchange/demand reactions
EX_valtrpval[e];Exchange/demand reactions
EX_valval[e];Exchange/demand reactions
EX_trpglyasp[e];Exchange/demand reactions
ALAARGCYSt;Transport reactions
ALAARGGLYt;Transport reactions
ALAASNLEUt;Transport reactions
ALAGLYLYSt;Transport reactions
ALAHISALAt;Transport reactions
ALALYSTHRt;Transport reactions
ARGALAALAt;Transport reactions
ARGALAPHEt;Transport reactions
ARGALATHRt;Transport reactions
ARGARGt;Transport reactions
ARGARGLYSt;Transport reactions
ARGARGMETt;Transport reactions
ARGCYSGLYt;Transport reactions
ARGCYSSERt;Transport reactions
ARGGLUGLUt;Transport reactions
ARGGLUPROt;Transport reactions
ARGGLYGLYt;Transport reactions
ARGHISTHRt;Transport reactions
ARGLEUPHEt;Transport reactions
ARGLYSASPt;Transport reactions
ARGPHEARGt;Transport reactions
ARGPROMETt;Transport reactions
ARGPROTHRt;Transport reactions
ARGSERSERt;Transport reactions
ARGTYRVALt;Transport reactions
ARGVALCYSt;Transport reactions
ARGVALTRPt;Transport reactions
ASNASNARGt;Transport reactions
ASNCYSCYSt;Transport reactions
ASNMETPROt;Transport reactions
ASNPHEASPt;Transport reactions
ASNPHECYSt;Transport reactions
ASNTYRGLYt;Transport reactions
ASNTYRPHEt;Transport reactions
ASNTYRTHRt;Transport reactions
ASPALAARGt;Transport reactions
ASPASNGLUt;Transport reactions
ASPGLUt;Transport reactions
ASPGLUPROt;Transport reactions
ASPGLUTRPt;Transport reactions
ASPHISCYSt;Transport reactions
ASPHISPROt;Transport reactions
ASPLYSGLUt;Transport reactions
ASPLYSHISt;Transport reactions
ASPMETASPt;Transport reactions
ASPPROLYSt;Transport reactions
ASPVALASNt;Transport reactions
CYSASNMETt;Transport reactions
CYSASPPHEt;Transport reactions
CYSCYSt;Transport reactions
CYSGLNMETt;Transport reactions
CYSGLUHISt;Transport reactions
CYSGLUTRPt;Transport reactions
CYSLEUTHRt;Transport reactions
CYSSERMETt;Transport reactions
CYSTYRASNt;Transport reactions
GLNASNGLNt;Transport reactions
GLNHISHISt;Transport reactions
GLNHISLYSt;Transport reactions
GLNLYSLYSt;Transport reactions
GLNLYSTRPt;Transport reactions
GLNPROGLUt;Transport reactions
GLNTRPGLUt;Transport reactions
GLNTYRLEUt;Transport reactions
GLUARGLEUt;Transport reactions
GLUASNLEUt;Transport reactions
GLUGLUt;Transport reactions
GLUILELYSt;Transport reactions
GLULEUt;Transport reactions
GLUMETt;Transport reactions
GLUMETHISt;Transport reactions
GLUTHRt;Transport reactions
GLUTHRLYSt;Transport reactions
GLUTRPALAt;Transport reactions
GLYHISASNt;Transport reactions
GLYHISLYSt;Transport reactions
GLYLYSCYSt;Transport reactions
GLYLYSPHEt;Transport reactions
GLYTYRLYSt;Transport reactions
GLYVALHISt;Transport reactions
HISARGCYSt;Transport reactions
HISARGSERt;Transport reactions
HISASPt;Transport reactions
HISCYSCYSt;Transport reactions
HISGLNALAt;Transport reactions
HISGLUt;Transport reactions
HISGLUGLNt;Transport reactions
HISGLYLYSt;Transport reactions
HISHISLYSt;Transport reactions
HISLYSALAt;Transport reactions
HISLYSGLUt;Transport reactions
HISLYSILEt;Transport reactions
HISLYSTHRt;Transport reactions
HISLYSVALt;Transport reactions
HISMETt;Transport reactions
HISMETGLNt;Transport reactions
HISPHEARGt;Transport reactions
HISPROLYSt;Transport reactions
HISTRPHISt;Transport reactions
ILEARGILEt;Transport reactions
ILEASNHISt;Transport reactions
ILEASPt;Transport reactions
ILEGLNGLUt;Transport reactions
ILEGLYARGt;Transport reactions
ILEPROLYSt;Transport reactions
ILESERARGt;Transport reactions
ILETRPTYRt;Transport reactions
LEUALAARGt;Transport reactions
LEUASNASPt;Transport reactions
LEUASPLYSt;Transport reactions
LEULEUTRPt;Transport reactions
LEUPROt;Transport reactions
LEUPROARGt;Transport reactions
LEUSERTRPt;Transport reactions
LEUTRPt;Transport reactions
LEUTRPARGt;Transport reactions
LEUTYRTYRt;Transport reactions
LEUVALt;Transport reactions
LYSARGLEUt;Transport reactions
LYSCYSHISt;Transport reactions
LYSGLNPHEt;Transport reactions
LYSGLUGLUt;Transport reactions
LYSLYSLYSt;Transport reactions
LYSPHEILEt;Transport reactions
LYSTRPARGt;Transport reactions
LYSTYRILEt;Transport reactions
LYSVALPHEt;Transport reactions
LYSVALTRPt;Transport reactions
METARGLEUt;Transport reactions
METASNTYRt;Transport reactions
METGLNTYRt;Transport reactions
METGLYARGt;Transport reactions
METHISLYSt;Transport reactions
METMETILEt;Transport reactions
METPHEARGt;Transport reactions
METTRPPHEt;Transport reactions
PHEASNMETt;Transport reactions
PHEASPt;Transport reactions
PHEGLNPHEt;Transport reactions
PHELEUt;Transport reactions
PHELEUASPt;Transport reactions
PHELEUHISt;Transport reactions
PHELYSALAt;Transport reactions
PHELYSPROt;Transport reactions
PHEPHEt;Transport reactions
PHEPHEASNt;Transport reactions
PHEPHETHRt;Transport reactions
PHEPROARGt;Transport reactions
PHESERTRPt;Transport reactions
PHETHRLYSt;Transport reactions
PHETRPLEUt;Transport reactions
PHETYRt;Transport reactions
PHETYRGLNt;Transport reactions
PHETYRLYSt;Transport reactions
PROARGASPt;Transport reactions
PROARGCYSt;Transport reactions
PROASNCYSt;Transport reactions
PROCYSt;Transport reactions
PROGLNPROt;Transport reactions
PROGLULYSt;Transport reactions
PROHISt;Transport reactions
PROHISTYRt;Transport reactions
PROLEUARGt;Transport reactions
PROLYSPROt;Transport reactions
PROPHEt;Transport reactions
PROPROARGt;Transport reactions
PROPROPROt;Transport reactions
PROTRPLYSt;Transport reactions
PROTRPTHRt;Transport reactions
PROVALGLNt;Transport reactions
SERARGALAt;Transport reactions
SERARGTRPt;Transport reactions
SERCYSARGt;Transport reactions
SERGLYGLUt;Transport reactions
SERLYSHISt;Transport reactions
SERPHELYSt;Transport reactions
SERTRPHISt;Transport reactions
THRARGTYRt;Transport reactions
THRASNTYRt;Transport reactions
THRGLNGLUt;Transport reactions
THRGLNTYRt;Transport reactions
THRHISHISt;Transport reactions
THRILEARGt;Transport reactions
THRMETARGt;Transport reactions
THRPHEARGt;Transport reactions
THRSERARGt;Transport reactions
THRTHRARGt;Transport reactions
THRTYRMETt;Transport reactions
TRPALAPROt;Transport reactions
TRPARGALAt;Transport reactions
TRPASPASPt;Transport reactions
TRPGLNGLNt;Transport reactions
TRPGLUGLYt;Transport reactions
TRPGLULEUt;Transport reactions
TRPGLUPROt;Transport reactions
TRPGLUTYRt;Transport reactions
TRPGLYLEUt;Transport reactions
TRPGLYPHEt;Transport reactions
TRPGLYVALt;Transport reactions
TRPHISMETt;Transport reactions
TRPILELYSt;Transport reactions
TRPILETRPt;Transport reactions
TRPLEUVALt;Transport reactions
TRPLYSt;Transport reactions
TRPMETARGt;Transport reactions
TRPMETVALt;Transport reactions
TRPPHEt;Transport reactions
TRPPROGLYt;Transport reactions
TRPPROLEUt;Transport reactions
TRPPROVALt;Transport reactions
TRPSERTYRt;Transport reactions
TRPTHRGLUt;Transport reactions
TRPTHRILEt;Transport reactions
TRPTHRTYRt;Transport reactions
TRPTYRGLNt;Transport reactions
TRPTYRTYRt;Transport reactions
TRPVALASPt;Transport reactions
TYRALAt;Transport reactions
TYRALAPHEt;Transport reactions
TYRARGGLUt;Transport reactions
TYRARGSERt;Transport reactions
TYRASPARGt;Transport reactions
TYRCYSGLYt;Transport reactions
TYRCYSTHRt;Transport reactions
TYRGLUt;Transport reactions
TYRLEUARGt;Transport reactions
TYRPHETYRt;Transport reactions
TYRTHRt;Transport reactions
TYRTRPPHEt;Transport reactions
TYRTYRt;Transport reactions
TYRVALMETt;Transport reactions
VALARGGLYt;Transport reactions
VALHISASNt;Transport reactions
VALLEUPHEt;Transport reactions
VALLYSTYRt;Transport reactions
VALPHEARGt;Transport reactions
VALPROTRPt;Transport reactions
VALSERARGt;Transport reactions
VALTRPPHEt;Transport reactions
VALTRPVALt;Transport reactions
VALVALt;Transport reactions
TRPGLYASPt;Transport reactions
ALAARGCYSr;Peptide metabolism
ALAARGGLYr;Peptide metabolism
ALAASNLEUr;Peptide metabolism
ALAGLYLYSr;Peptide metabolism
ALAHISALAr;Peptide metabolism
ALALYSTHRr;Peptide metabolism
ARGALAALAr;Peptide metabolism
ARGALAPHEr;Peptide metabolism
ARGALATHRr;Peptide metabolism
ARGARGr;Peptide metabolism
ARGARGLYSr;Peptide metabolism
ARGARGMETr;Peptide metabolism
ARGCYSGLYr;Peptide metabolism
ARGCYSSERr;Peptide metabolism
ARGGLUGLUr;Peptide metabolism
ARGGLUPROr;Peptide metabolism
ARGGLYGLYr;Peptide metabolism
ARGHISTHRr;Peptide metabolism
ARGLEUPHEr;Peptide metabolism
ARGLYSASPr;Peptide metabolism
ARGPHEARGr;Peptide metabolism
ARGPROMETr;Peptide metabolism
ARGPROTHRr;Peptide metabolism
ARGSERSERr;Peptide metabolism
ARGTYRVALr;Peptide metabolism
ARGVALCYSr;Peptide metabolism
ARGVALTRPr;Peptide metabolism
ASNASNARGr;Peptide metabolism
ASNCYSCYSr;Peptide metabolism
ASNMETPROr;Peptide metabolism
ASNPHEASPr;Peptide metabolism
ASNPHECYSr;Peptide metabolism
ASNTYRGLYr;Peptide metabolism
ASNTYRPHEr;Peptide metabolism
ASNTYRTHRr;Peptide metabolism
ASPALAARGr;Peptide metabolism
ASPASNGLUr;Peptide metabolism
ASPGLUr;Peptide metabolism
ASPGLUPROr;Peptide metabolism
ASPGLUTRPr;Peptide metabolism
ASPHISCYSr;Peptide metabolism
ASPHISPROr;Peptide metabolism
ASPLYSGLUr;Peptide metabolism
ASPLYSHISr;Peptide metabolism
ASPMETASPr;Peptide metabolism
ASPPROLYSr;Peptide metabolism
ASPVALASNr;Peptide metabolism
CYSASNMETr;Peptide metabolism
CYSASPPHEr;Peptide metabolism
CYSCYSr;Peptide metabolism
CYSGLNMETr;Peptide metabolism
CYSGLUHISr;Peptide metabolism
CYSGLUTRPr;Peptide metabolism
CYSLEUTHRr;Peptide metabolism
CYSSERMETr;Peptide metabolism
CYSTYRASNr;Peptide metabolism
GLNASNGLNr;Peptide metabolism
GLNHISHISr;Peptide metabolism
GLNHISLYSr;Peptide metabolism
GLNLYSLYSr;Peptide metabolism
GLNLYSTRPr;Peptide metabolism
GLNPROGLUr;Peptide metabolism
GLNTRPGLUr;Peptide metabolism
GLNTYRLEUr;Peptide metabolism
GLUARGLEUr;Peptide metabolism
GLUASNLEUr;Peptide metabolism
GLUGLUr;Peptide metabolism
GLUILELYSr;Peptide metabolism
GLULEUr;Peptide metabolism
GLUMETr;Peptide metabolism
GLUMETHISr;Peptide metabolism
GLUTHRr;Peptide metabolism
GLUTHRLYSr;Peptide metabolism
GLUTRPALAr;Peptide metabolism
GLYHISASNr;Peptide metabolism
GLYHISLYSr;Peptide metabolism
GLYLYSCYSr;Peptide metabolism
GLYLYSPHEr;Peptide metabolism
GLYTYRLYSr;Peptide metabolism
GLYVALHISr;Peptide metabolism
HISARGCYSr;Peptide metabolism
HISARGSERr;Peptide metabolism
HISASPr;Peptide metabolism
HISCYSCYSr;Peptide metabolism
HISGLNALAr;Peptide metabolism
HISGLUr;Peptide metabolism
HISGLUGLNr;Peptide metabolism
HISGLYLYSr;Peptide metabolism
HISHISLYSr;Peptide metabolism
HISLYSALAr;Peptide metabolism
HISLYSGLUr;Peptide metabolism
HISLYSILEr;Peptide metabolism
HISLYSTHRr;Peptide metabolism
HISLYSVALr;Peptide metabolism
HISMETr;Peptide metabolism
HISMETGLNr;Peptide metabolism
HISPHEARGr;Peptide metabolism
HISPROLYSr;Peptide metabolism
HISTRPHISr;Peptide metabolism
ILEARGILEr;Peptide metabolism
ILEASNHISr;Peptide metabolism
ILEASPr;Peptide metabolism
ILEGLNGLUr;Peptide metabolism
ILEGLYARGr;Peptide metabolism
ILEPROLYSr;Peptide metabolism
ILESERARGr;Peptide metabolism
ILETRPTYRr;Peptide metabolism
LEUALAARGr;Peptide metabolism
LEUASNASPr;Peptide metabolism
LEUASPLYSr;Peptide metabolism
LEULEUTRPr;Peptide metabolism
LEUPROr;Peptide metabolism
LEUPROARGr;Peptide metabolism
LEUSERTRPr;Peptide metabolism
LEUTRPr;Peptide metabolism
LEUTRPARGr;Peptide metabolism
LEUTYRTYRr;Peptide metabolism
LEUVALr;Peptide metabolism
LYSARGLEUr;Peptide metabolism
LYSCYSHISr;Peptide metabolism
LYSGLNPHEr;Peptide metabolism
LYSGLUGLUr;Peptide metabolism
LYSLYSLYSr;Peptide metabolism
LYSPHEILEr;Peptide metabolism
LYSTRPARGr;Peptide metabolism
LYSTYRILEr;Peptide metabolism
LYSVALPHEr;Peptide metabolism
LYSVALTRPr;Peptide metabolism
METARGLEUr;Peptide metabolism
METASNTYRr;Peptide metabolism
METGLNTYRr;Peptide metabolism
METGLYARGr;Peptide metabolism
METHISLYSr;Peptide metabolism
METMETILEr;Peptide metabolism
METPHEARGr;Peptide metabolism
METTRPPHEr;Peptide metabolism
PHEASNMETr;Peptide metabolism
PHEASPr;Peptide metabolism
PHEGLNPHEr;Peptide metabolism
PHELEUr;Peptide metabolism
PHELEUASPr;Peptide metabolism
PHELEUHISr;Peptide metabolism
PHELYSALAr;Peptide metabolism
PHELYSPROr;Peptide metabolism
PHEPHEr;Peptide metabolism
PHEPHEASNr;Peptide metabolism
PHEPHETHRr;Peptide metabolism
PHEPROARGr;Peptide metabolism
PHESERTRPr;Peptide metabolism
PHETHRLYSr;Peptide metabolism
PHETRPLEUr;Peptide metabolism
PHETYRr;Peptide metabolism
PHETYRGLNr;Peptide metabolism
PHETYRLYSr;Peptide metabolism
