Reaction;Subsystem
HMR_3301;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3302;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3304;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3305;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3306;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3307;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3309;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3310;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3311;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3312;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3314;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3315;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3316;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3317;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3319;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3320;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3321;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3322;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3323;Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
HMR_3107;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3108;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3109;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3110;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3111;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3112;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3113;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3114;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3115;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3116;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3117;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3118;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3121;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3122;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3123;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3125;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3128;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3129;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3130;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3132;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3135;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3136;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3137;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3139;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3142;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3143;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3144;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3146;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3149;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3150;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3151;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3153;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3156;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3157;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3158;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3160;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3398;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3406;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3407;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3408;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3409;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3411;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3413;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3414;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3416;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3421;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3422;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3423;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3424;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3425;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3426;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_9719;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3427;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3428;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3429;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3430;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3431;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3432;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3433;Beta oxidation of even-chain fatty acids (mitochondrial)
HMR_3170;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3171;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3172;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3173;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3174;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3175;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3176;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3177;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3178;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3179;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3180;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3181;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3182;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3183;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3184;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3185;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3186;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3187;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3188;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3189;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3190;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3191;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3192;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3193;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3194;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3195;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3196;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3197;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3198;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3199;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3200;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3201;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3202;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3203;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3204;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3205;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3396;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3397;Beta oxidation of odd-chain fatty acids (mitochondrial)
HMR_3240;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3241;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3242;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3243;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3244;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3245;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3246;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3247;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3250;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3252;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3254;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3256;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3258;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3260;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3262;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3264;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3272;Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
HMR_3356;Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
HMR_3357;Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
HMR_3358;Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
HMR_3359;Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
HMR_3360;Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
HMR_3361;Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
HMR_3362;Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
HMR_3363;Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
HMR_3218;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3219;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3220;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3221;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3222;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3223;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3224;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3225;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3226;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3227;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3228;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3229;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3230;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3231;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3232;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3233;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3234;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3235;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3236;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3237;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3239;Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
HMR_3275;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3277;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3278;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3279;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3280;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3281;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3282;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3283;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3284;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3285;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3286;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3287;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3288;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3290;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3292;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3293;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3294;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3296;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_3298;Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
HMR_1174;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1175;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1176;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1177;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1178;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1179;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1180;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1181;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1182;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1183;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1184;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1216;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1217;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1218;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1219;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1220;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1221;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1222;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1223;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1224;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1225;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1226;Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
HMR_1573;Terpenoid backbone biosynthesis
HMR_6901;Terpenoid backbone biosynthesis
HMR_6903;Terpenoid backbone biosynthesis
HMR_6904;Terpenoid backbone biosynthesis
HMR_6905;Terpenoid backbone biosynthesis
HMR_6906;Terpenoid backbone biosynthesis
HMR_6907;Terpenoid backbone biosynthesis
HMR_6908;Terpenoid backbone biosynthesis
HMR_6909;Terpenoid backbone biosynthesis
HMR_6910;Terpenoid backbone biosynthesis
HMR_1644;Steroid metabolism
HMR_1651;Steroid metabolism
HMR_1920;Steroid metabolism
HMR_1924;Steroid metabolism
HMR_1926;Steroid metabolism
HMR_1927;Steroid metabolism
HMR_1928;Steroid metabolism
HMR_1929;Steroid metabolism
HMR_1940;Steroid metabolism
HMR_1941;Steroid metabolism
HMR_1948;Steroid metabolism
HMR_1949;Steroid metabolism
HMR_1989;Steroid metabolism
HMR_1990;Steroid metabolism
HMR_1991;Steroid metabolism
HMR_1992;Steroid metabolism
HMR_1993;Steroid metabolism
HMR_2002;Steroid metabolism
HMR_2004;Steroid metabolism
HMR_2005;Steroid metabolism
HMR_2007;Steroid metabolism
HMR_2009;Steroid metabolism
HMR_2010;Steroid metabolism
HMR_2011;Steroid metabolism
HMR_4766;Steroid metabolism
HMR_7648;Steroid metabolism
HMR_7928;Steroid metabolism
HMR_7930;Steroid metabolism
HMR_7931;Steroid metabolism
HMR_7932;Steroid metabolism
HMR_7934;Steroid metabolism
HMR_7935;Steroid metabolism
HMR_7936;Steroid metabolism
HMR_7937;Steroid metabolism
HMR_7938;Steroid metabolism
HMR_7939;Steroid metabolism
HMR_7940;Steroid metabolism
HMR_7941;Steroid metabolism
HMR_7942;Steroid metabolism
HMR_7943;Steroid metabolism
HMR_7945;Steroid metabolism
HMR_7948;Steroid metabolism
HMR_7950;Steroid metabolism
HMR_7952;Steroid metabolism
HMR_7954;Steroid metabolism
HMR_7955;Steroid metabolism
HMR_7957;Steroid metabolism
HMR_7958;Steroid metabolism
HMR_7959;Steroid metabolism
HMR_7962;Steroid metabolism
HMR_7965;Steroid metabolism
HMR_7968;Steroid metabolism
HMR_2041;Steroid metabolism
HMR_7970;Steroid metabolism
HMR_7971;Steroid metabolism
HMR_7972;Steroid metabolism
HMR_7973;Steroid metabolism
HMR_7974;Steroid metabolism
HMR_7976;Steroid metabolism
HMR_7978;Steroid metabolism
HMR_7984;Steroid metabolism
HMR_7987;Steroid metabolism
HMR_1944;Androgen metabolism
HMR_1945;Androgen metabolism
HMR_1952;Androgen metabolism
HMR_1953;Androgen metabolism
HMR_1958;Androgen metabolism
HMR_1959;Androgen metabolism
HMR_1960;Androgen metabolism
HMR_1962;Androgen metabolism
HMR_1963;Androgen metabolism
HMR_1967;Androgen metabolism
HMR_1968;Androgen metabolism
HMR_1969;Androgen metabolism
HMR_1970;Androgen metabolism
HMR_1971;Androgen metabolism
HMR_1973;Androgen metabolism
HMR_1974;Androgen metabolism
HMR_1976;Androgen metabolism
HMR_1977;Androgen metabolism
HMR_1978;Androgen metabolism
HMR_1982;Androgen metabolism
HMR_1983;Androgen metabolism
HMR_2014;Androgen metabolism
HMR_2015;Androgen metabolism
HMR_2016;Androgen metabolism
HMR_2017;Androgen metabolism
HMR_2018;Androgen metabolism
HMR_2019;Androgen metabolism
HMR_2020;Androgen metabolism
HMR_2025;Androgen metabolism
HMR_1440;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1445;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1448;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1454;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1465;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1467;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1470;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1473;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1477;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1478;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1479;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1484;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1490;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1493;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1494;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1495;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1496;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1500;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1502;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1503;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1504;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1505;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1509;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1512;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1516;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1519;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1526;Cholesterol biosynthesis 1 (Bloch pathway) 
HMR_1533;Cholesterol biosynthesis 2
HMR_1557;Cholesterol biosynthesis 2
HMR_1558;Cholesterol biosynthesis 2
HMR_1565;Cholesterol biosynthesis 2
HMR_1535;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1536;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1538;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1539;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1540;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1543;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1544;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1545;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1546;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1547;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1548;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1549;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1550;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1551;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1552;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1553;Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
HMR_1437;Cholesterol metabolism
HMR_1451;Cholesterol metabolism
HMR_1457;Cholesterol metabolism
HMR_1460;Cholesterol metabolism
HMR_1570;Cholesterol metabolism
HMR_1576;Cholesterol metabolism
HMR_1577;Cholesterol metabolism
HMR_3105;Cholesterol metabolism
HMR_4630;Cholesterol metabolism
HMR_2029;Estrogen metabolism
HMR_2030;Estrogen metabolism
HMR_2031;Estrogen metabolism
HMR_2032;Estrogen metabolism
HMR_2033;Estrogen metabolism
HMR_2034;Estrogen metabolism
HMR_2036;Estrogen metabolism
HMR_2037;Estrogen metabolism
HMR_2038;Estrogen metabolism
HMR_2042;Estrogen metabolism
HMR_2045;Estrogen metabolism
HMR_2046;Estrogen metabolism
HMR_2047;Estrogen metabolism
HMR_2053;Estrogen metabolism
HMR_2054;Estrogen metabolism
HMR_2055;Estrogen metabolism
HMR_2058;Estrogen metabolism
HMR_2088;Estrogen metabolism
HMR_2089;Estrogen metabolism
HMR_3538;Formation and hydrolysis of cholesterol esters
HMR_3539;Formation and hydrolysis of cholesterol esters
HMR_3540;Formation and hydrolysis of cholesterol esters
